,l1,l2,l3,phrase
2164,1,0.0,0.0,Pas de reponse du conseiller
2165,0,0.0,1.0,"Tres satisfaite. A part sur la fin, je ne savais pas que la conversation etait finie, et on ne peut relire la conversation apssee"
2166,1,0.0,0.0,"Gros probleme de connexion, pas de reponse sur mon dernier chat, je vais reessayer plus tard si personne ne me recontacte pour laisser une chance mais je pense ne pas finaliser ma demande d ouverture de compte... dommage!"
2167,1,0.0,0.0,Aucun contact!!
2168,1,0.0,0.0,naze
2169,0,1.0,0.0,"1 mois et demi depuis mon inscription et toujours pas acces aux services bancaires, ce n est pas tres serieux"
2170,0,0.0,1.0,Reponses precises et personnelles a toutes mes interrogations. Je suis pret a vous rejoindre.
2172,0,0.0,1.0,Chat reussi avec Estelle. Je renouvellerai l utilisation de ce mode de discussion. 
2173,0,0.0,1.0,Satisfaction 
2174,0,1.0,0.0,Conseiller efficace et attentif aux demandes.
2175,0,0.0,1.0,"Rapide, clair, precis"
2176,0,0.0,1.0,"faudrait un conseiller propre a chaque personne 
"
2177,1,0.0,0.0,Je n ai pas eu de reponse a mes questions
2178,0,0.0,1.0,Rapide et efficace 
2179,0,0.0,1.0,"J avais un doute, tout est rentre dans l ordre, merci."
2180,0,0.0,1.0,Ouverture compte
2181,1,0.0,0.0,Pas de reponse du conseiller
2183,0,1.0,0.0,"le conseiller ne peut apporter aucune info, a part me demander de patienter...Dans les banques traditionnelle on ouvre un compte courant en 30 minutes..."
2184,0,1.0,0.0,"Laeticia a ete bien plus a l ecoute que 2 autres conseillers auparavant, et est aussi la seule m ayant demande mon numero de dossier... 
Cordialement,"
2185,1,0.0,0.0,pas de reponse a ma demande de mail pour confirmer l annulation de l ouverture d un compte.
2186,0,1.0,0.0,Echange correct ! Merci
2187,0,1.0,0.0,Attendons !! depuis janvier...
2188,1,0.0,0.0,Je n ai pas eu de reponse a la question pour faire opposition a un prelevement 
2190,0,1.0,0.0,rapide et precis
2191,1,0.0,0.0,On ne m a pas repondu
2193,1,0.0,0.0,"Personne ne repond !
"
2194,0,0.0,1.0,Reactivite et reponses satisfaisantes
2195,0,1.0,0.0,Je n ai pas fini ce que j avais a dire que la conversation a ete termine ...
2197,0,1.0,0.0,Il a coupe alors que je voulais poser une derniere question...
2198,0,0.0,1.0,"Rapide facile et efficace 
"
2199,1,0.0,0.0,Le conseiller n est pas aimable et pas assez clair dans ses reponses
2200,0,1.0,0.0,Probleme d ouverture de compte toujours pas resolu (ca fait presque 2 mois que la demande initiale a ete faite)
2201,0,1.0,0.0,Rapidite de mise en relation avec le conseiller
2202,0,1.0,0.0,petit bug du chat lors de la reception des reponses du conseiller
2203,0,1.0,0.0,"contact est pris pour solutionner le pb mais... a suivre quant au resultat
cordialement"
2204,1,0.0,0.0,le conseiller ne m a pas compris et j ai du repeter plusieur fois ce que je voulais et surtout j ai pas les reponses que je chercher
2205,0,1.0,0.0,J etais en pleine conversation avec un conseiller et la conversation a ete couper
2207,1,0.0,0.0,"aucune reponse ferme a ma demande; demande d ouverture datant de un mois, 300 ? verses depuis 15 jours"
2208,0,1.0,0.0,La conversation a ete terminee avant meme que je ne vois la reponse... Ca serait bien de laisser l historique meme si le conseiller arrete la conversation. Merci !
2209,0,1.0,0.0,"Merci, j espere que vous dites vrai."
2210,1,0.0,0.0,Je n ai aucune reponse a mes questions
2211,1,0.0,0.0,Le conseiller n a jamais repondu
2212,1,0.0,0.0,Personne ne m a repondu.....
2213,0,0.0,1.0,cet echange a solutionne mon probleme
2214,1,0.0,0.0,Le conseiller n avais pas encore repondu a ma demande que le chat s est termine...
2215,1,0.0,0.0,Javais pas fini de discuter avec la conseillere je vais renoncer a changer de banque
2217,0,1.0,0.0,efficace en esperant que le probleme soit regle
2218,1,0.0,0.0,Il suffit de relire la conversation por se rendre compte de l incompetence du service client quant a une demande tres simple
2219,0,0.0,1.0,Disponibilite et reponse a la question.
2220,0,0.0,1.0,Rapide et reponse claire
2221,1,0.0,0.0,pas de reponse 
2222,0,0.0,1.0,top
2223,1,0.0,0.0,"Ce n est pas le conseiller qui est en cause, il s agit d une question de fond. Mon dossier est en stand by depuis plus d un mois. Je dois attendre une reponse... qui ne vient pas alors que l erreur vient de vos services. "
2224,0,0.0,1.0,merci de filer une prime a l agent car il etait tres competent .
2225,0,1.0,0.0,reponse a la question apportee claire et necessaire fait par le conseiller
2226,1,0.0,0.0,L operateur a coupe la conversation sans repondre a ma demande.
2227,0,0.0,1.0,a repondu rapidement et parfaitement a nos questions
2228,0,0.0,1.0,cetait super
2229,1,0.0,0.0,Longueur de l attente des reponses et resultat on est pas plus avance !!!!
2230,0,0.0,1.0,Reponses tres claires et precises...Merci a Benjamin. Par contre le contenu du chat (ou historique) devrait rester disponible pour consultation. Je suis au travail et n ai pas eu le temps de prendre des notes. Merci encore!
2231,0,1.0,0.0,je n es meme pas eu le temps de voir la reponse que la conversation etait fermee...
2232,0,1.0,0.0,...
2233,1,0.0,0.0,Je n ai pas de reponse
2235,0,1.0,0.0,"delai d ouverture de compte beaucoup trop long malgre la simplification du tout en ligne (inscription, envoi de documents dematerialises, ....). C est dommage : on simplifie avec le tout en ligne et on alourdie avec le delai de traitement. "
2236,0,1.0,0.0,test moa 
2237,0,1.0,0.0,"Un delai de traitement superieure a 1 mois pour une ouverture de compte, c est legerement redhibitoire, y compris avec une offre promotionnelle.

Cordialement"
2238,0,1.0,0.0,Reponses un poil lentes. mais repond bien a mes questions. 
2240,0,0.0,1.0,Rapide. Precise.
2241,0,0.0,1.0,Mon probleme a ete resolu en quelques minutes sans avoir a passer par de l attente au telephone. C est parfait.
2242,1,0.0,0.0,non satisfaisant 
2244,0,0.0,1.0,"Efficace, le chat m a permis d aller a l essentiel."
2245,1,0.0,0.0,votre service  chat  ne marche pas du tout !!!!
2246,0,1.0,0.0,Manque d information precise (delais reels)
2247,0,1.0,0.0,information claire mais processus d ouverture de compte commun tres lente...
2249,1,0.0,0.0,trop long pour les reponses et je suis envoye vers un numero de telephone en guse de reponse !
2250,0,0.0,1.0,Je n ai plus a me soucier de me tromper de rib pour l envoi de mes 300 euros
2252,0,0.0,1.0,rapidite de reponse
2253,0,0.0,1.0,merci
2254,0,1.0,0.0,reponse clair et transparente de mon interlocuteur
2255,0,1.0,0.0,il y a une difference entre les  dire  aux debuts de l inscription et la realite quand aux delais d attente pour finaliser l inscription
2256,0,1.0,0.0,reponse claire
2257,0,0.0,1.0,Info suffisant
2258,0,0.0,1.0,"Tres satisfait, reponses tres claires et precises !"
2259,0,1.0,0.0,je n ai pas eu la reponse a ma question / qd je suis retournee sur le chat la discussion etait terminee 
2260,0,1.0,0.0,"Conversation lente, et assez formelle alors que j exprimais un mecontentement : j aurais apprecie davantage de consideration plutot qu une prise en compte impersonnelle de ma question. "
2261,0,0.0,1.0,problematique resolu
2262,0,1.0,0.0,je n avais pas finis de parler quand on m a coupe .... 
2263,0,1.0,0.0,information ok
2265,1,0.0,0.0,"coupe en plein milieu de la conversation
"
2266,0,0.0,1.0,Excellente reactivite et pertinence dans les reponses apportees. Merci
2267,0,1.0,0.0,Les informations donnees sont claires et precises
2271,0,0.0,1.0,tres bien merci 
2272,0,1.0,0.0,Rapidite de traitement.
2273,1,0.0,0.0,le chat s est arrete alors que ma demande n a pas abouti 
2274,1,0.0,0.0,"Pas eu de reponse du tout a ma question
"
2275,0,0.0,1.0,merci !
2276,0,1.0,0.0,"on m a promis d avoir le mail concernant ma demande tres vite, j attends avant de pouvoir me prononcer sur l efficacite de ce chat"
2279,1,0.0,0.0,Jemerais bien une reponse
2280,0,1.0,0.0,Satisfait par le delai de reponse mais non satisfait car mon compte n est toujours pas active apres avoir remplit les conditions d activation (chat avec Marion hier 27/03/2017)
2281,0,1.0,0.0,Je n ai pas obtenu de reponse precise a ma demande.
2282,0,1.0,0.0,mon probleme n est pas encore resolu il faut faire appel au service technique mais nicolas est reactif et tres sympa 
2283,0,1.0,0.0,reponse longue
2284,0,0.0,1.0,Grace a ses conseille j ai pu me decider de l ouverture d un compte chez hello bank merci encore
2285,0,0.0,1.0,Reponses precises
2286,0,0.0,1.0,repond a toutes mes questions merci encore
2287,0,1.0,0.0,J ai pu connaitre la date d envoie de mes moyens de paiements et codes par vos services pour aller faire une reclamation a la poste.
2288,0,1.0,0.0,J ai obtenu une reponse a ma question en peu de temps.
2289,1,0.0,0.0,"pas la peine de perdre son temps a vous expliquer , vous ne comprenez pas "
2290,0,1.0,0.0,pas vraiment repondu a ma question
2291,0,0.0,1.0,tres bon conseille
2292,0,0.0,1.0,"L echange etait tres satisfaisant, apres j attends de voir combien de temps va-t-il encore s ecouler avant l ouverture de mon compte mais le conseiller n y est pour rien."
2293,1,0.0,0.0,coupure de la conversation par le conseiller
2294,0,0.0,1.0,"Simple, efficace"
2295,1,0.0,0.0,Pas de reponse positive.Merci de renouveler votre reponse a ma demande
2296,0,1.0,0.0,le temps de reponse est un peu long
2297,0,0.0,1.0,"Reponse rapide et efficace
"
2299,0,0.0,1.0,Tres pro et tres rapide 
2300,0,0.0,1.0,facturation ou non des virements permanents
2302,1,0.0,0.0,Conversation raccrochee avant d avoir eu une reponse!
2303,0,1.0,0.0,"Satisfait, les reponses etaient claires"
2304,0,0.0,1.0,"Reactif et constructif pour trouver une solution viable.
Seul point negatif, on perd l historique de la conversation une fois la conversation terminee. Or c est bien la conversation qui permet d avoir un recapitulatif des actions a effectuer"
2305,0,0.0,1.0,reponse rapide et agreable
2306,0,1.0,0.0,"delai d ouverture de compte trop long, cela fait 3 fois que l on nous repond qu on va mettre notre dossier en avant pour accelerer les choses..."
2307,1,0.0,0.0,Le conseiller n est pas a l?ecoute du client. Il est en mode robot/messagerie vocale et il apporte des reponses standards qu il lit sur un ecran sans prendre la peine de reflechir.
2308,0,0.0,1.0,Conseiller tres sympathique et efficace. Merci
2309,1,0.0,0.0,J esperais avec vous pour voir si je faisais quelque chose de mal avec l application.
2310,1,0.0,0.0,le conseiller ne repond pas
2311,0,0.0,1.0,"Rapidite, concision, politesse :)"
2312,1,0.0,0.0,je n ai pas eu de reponse a ma question ! :(
2313,0,1.0,0.0,"La reponse du conseiller a ete parfaitement clair, et je l en remercie. Ceci etant dit 21 jours ouvres pour l ouverture d un compte, c est extremement et abusivement trop long !"
2315,0,1.0,0.0,"Je trouve la demarche laborieuse, meme si j ai reussi a avoir la reponse, pourquoi me demander a quand date le premier versement, sachant que l interlocuteur l avait en visuel par exemple..."
2316,0,0.0,1.0,reponse claire
2317,0,0.0,1.0,Reponses apportees solutions trouvees c eSt parfait
2319,1,0.0,0.0,absent je parle a personne
2320,0,0.0,1.0,rapidite et efficacite
2321,0,0.0,1.0,bonne echange
2322,0,1.0,0.0,"Rapide, mais des reponses un peu longues par moment? Sinon, excellent!"
2323,1,0.0,0.0,"continue
"
2324,1,0.0,0.0,Personne n a repondu et 5 min apres il etait ecrit que la  conversation  etait terminee...
2325,0,1.0,0.0,Le chat a ete coupe en cours de conversation. Comment sauvegarder les conversations ?
2327,1,0.0,0.0,je n ai pas eu de reponse
2328,1,0.0,0.0,"pas d echange.  commetn puis je vous aider  puis aucun echange ni reponse a mes questions. Si c est une messagerie que vous proposez appelez le par son nom, mais ceci n est pas un tchat. Temps perdu."
2330,0,0.0,1.0,C etait rapide et clair.
2332,0,0.0,1.0,Philippe est tres sympathique et m a aide pour resoudre mon probleme.
2334,0,0.0,1.0,"Claire LERALLU a ete efficace, agreable et tres patiente. elle a pris soin de mon dossier et de ma demande."
2335,0,0.0,1.0,tout est parfait
2336,1,0.0,0.0,la fenetre s est fermee sans reponse...
2337,0,1.0,0.0,a quoi ca sert de cree un chat si la personne ne repond pas a toute les questions ? autant avoir quelqu un au telephone
2338,0,0.0,1.0,Tres bon contacte et reponses rapide
2339,1,0.0,0.0,"je n ai parle avec personne, la page s est fermee"
2340,0,1.0,0.0,Je n ai pas eu le temps d avoir l adresse email
2341,1,0.0,0.0,"Chat ferme inopinement
"
2342,0,0.0,1.0,il a su repondre a tous mes questions
2343,0,0.0,1.0,"Rapide et efficace ! Parfait
"
2344,0,1.0,0.0,imposssible d obtenir des informations precises sur les taux de change pour les virements hors zone euro
2346,1,0.0,0.0,je patiente pour que le conseiller cherche le dossier puis je suis deconnecte ceci est vraiement annormal    depuis debut janvier ouverture de mon compte toujours pas de carte bleu
2347,0,1.0,0.0,le conseiller a debloque la situation
2348,0,0.0,1.0,"Merci de remonter les petits problemes que je vous ai communique sur la securite des achats pour tous les utilisateurs de Hellobank 

Cordialement, "
2349,0,0.0,1.0,probleme resolu
2350,0,0.0,1.0,reponse apportee
2351,0,1.0,0.0,Je n ai pas eu de reponse precise a ma question (precise)
2353,1,0.0,0.0,Pas de reponse
2354,0,1.0,0.0,j etais en conversation chat avec un conseiller qui attendait une reponse d un autre service et au bout de 5mn d attente le chat a ete clos
2355,0,1.0,0.0,"Banque en ligne trop contraignante .... Peu de possibilite .... Cliente decue en reflexion pour changer d etablissement bancaire
"
2356,0,0.0,1.0,Reponses claires a des questions ne figurant pas dans la FAQ
2357,0,0.0,1.0,"simple, rapide et clair."
2359,0,0.0,1.0,"Nous avons bien recu les precisions demandees, mais la reponse definitive a notre demande d ouverture de compte est toujours en attente, car elle depend des personnes qui traitent notre dossier."
2360,0,1.0,0.0,Satisfait a part que je n ai pas eu la reponse a ma derniere question.
2361,0,1.0,0.0,Je souhaite avoir acces aux documents constitutifs de mon dossier en urgence
2362,0,0.0,1.0,"ce matin j ai une conseillere (ariane) qui n a meme pas pris la peine de repondre a mes questions et la j ai echange avec thomas qui a ete parfait : tres a l ecoute et reactif, j attends son retour par telephone sous 24heures."
2363,0,0.0,1.0,la reactivite de mon interlocuteur & la justesse des reponses aux renseignements demandes
2364,1,0.0,0.0,Il n y a eu aucun echange car je n ai eu aucun conseiller en ligne. Je me suis chatte a moi-meme ce qui rend un peu schizophrenique...
2365,1,0.0,0.0,Conseiller trop lent.
2366,0,1.0,0.0,Jai pas eu de reponses precises a ma demande.
2367,1,0.0,0.0,"Aucune reponse du conseiller, intolerable "
2368,0,0.0,1.0,informations donnees claires
2369,0,0.0,1.0,5*****
2370,0,0.0,1.0,"Pour etre encore mieux, il faudrait mettre a disposition un courrier type de cloture de compte (LDD dans l exemple)"
2371,0,1.0,0.0,test MOA
2372,0,1.0,0.0,test MOA 
2373,1,0.0,0.0,La conseillere etait OK. Mais l echange n as mene a rien
2374,0,0.0,1.0,equipe de choc chez hello bank !
2375,0,1.0,0.0,"efficace , mais vaut delais de traitement pour l ouverture d un compte courant est trop long"
2376,1,0.0,0.0,Pas de reponse du conseiller .... j espere une defaillance informatique
2377,0,0.0,1.0,simple et rapide
2378,1,0.0,0.0,Nul!
2379,0,0.0,1.0,Conseillere aimable et agreable.
2381,1,0.0,0.0,Pas de bonjour ! pas de reponse ! Vraiment decu 
2382,1,0.0,0.0,Il ne me satisfait pas puisqu a une question posee je n ai pas eu de reponse ni automatiquement ni avec un conseiller sur le chat
2383,1,0.0,0.0,"Coupure de la conversation
"
2384,0,0.0,1.0,Reponse rapide et efficace ! Bravo au conseiller 
2385,0,1.0,0.0,"message satisfaisant  mais technique a revoir ainsi que presentation  
"
2386,0,1.0,0.0,Merci!
2387,0,1.0,0.0,"satisfait : rapidite du traitement du probleme, facilite d accees "
2388,0,0.0,1.0,j ai eu la reponse a ma question
2389,0,1.0,0.0,....
2390,0,1.0,0.0,Je n ai pas pu le lire
2391,1,0.0,0.0,Je n ai pas eu de reponse
2392,0,0.0,1.0,"Ras
Tres bien"
2393,1,0.0,0.0,Aucune reponse. Absence de conseiller
2394,0,0.0,1.0,"Mes interrogations ont ete satisfaites, merci."
2395,1,0.0,0.0,je n ai pas eu de reponse
2396,0,0.0,1.0,Qualite et pertinences des reponses?nouveau client Hello Bank pour moi
2397,1,0.0,0.0,j ai eu aucune reponse.
2399,0,1.0,0.0,"reponse, aux questions, j aurais souhaite avoir un document officiel, precisant ce qui m a ete repondu par chat. Merci"
2400,1,0.0,0.0,Ma demande n a pas ete traitee 
2401,0,1.0,0.0,Le chat avec le conseiller est tout a fait satisfaisant. La raison de ma sollicitation l est moins car cela m incite a verifier regulierement mes debits realises par la banque pour m assurer qu ils sont justifies.Dommage !
